Key,Value
mdp.39015069556937,1906
njp.32101076406311,1906
nc01.ark:/13960/t8pc66411,1912
uva.x002077743,1832
mdp.39015069665829,1925
dul1.ark:/13960/t22d0th4p,1922
mdp.39015070433597,1906
mdp.39015070433720,1872
mdp.39015070329795,1925
mdp.39015070515260,1923
mdp.39015070515484,1923
mdp.39015074265219,1889
mdp.39015074264931,1894
mdp.39015074265094,1925
mdp.39015074265243,1910
mdp.39015010568072,1863
mdp.39015066411391,1909
mdp.39015066411383,1909
mdp.39015074245609,1909
mdp.39015074245914,1881
mdp.39015074245625,1848
uc1.$b62313,1848
mdp.39015076737348,-1
mdp.39015076551012,1892
mdp.39015076590606,1910
mdp.39015076722175,1884
mdp.39015076722183,1887
mdp.39015076722191,1888
mdp.39015076722209,1889
mdp.39015076722217,1890
mdp.39015077602343,1900
mdp.39015077629809,1881
mdp.39015077602202,1879
mdp.39015076655425,1900
mdp.39015074207344,1919
mdp.39015074207146,1917
mdp.39015066281745,1891
mdp.39015066282040,1892
mdp.39015066281307,1893
mdp.39015066281158,1893
mdp.39015066281455,1894
mdp.39015066281166,1894
mdp.39015066281315,1895
mdp.39015066281463,1895
mdp.39015066281323,1896
mdp.39015066281182,1897
mdp.39015066281174,1896
mdp.39015066281331,1897
mdp.39015066281471,1898
mdp.39015066281489,1898
mdp.39015066281190,1899
mdp.39015066281497,1901
mdp.39015066281356,1902
mdp.39015074194625,1926
nnc1.cu58963693,1830
mdp.39015074699177,1902
mdp.39015074724579,1853
mdp.39015074724322,1916
mdp.39015074725170,1907
mdp.39015074725162,1897
mdp.39015074725386,1909
mdp.39015074733026,1915
hvd.32044011419603,1897
mdp.39015074733281,1897
mdp.39015074733273,1908
mdp.39015073710405,1923
mdp.39015073710009,1925
mdp.39015072778858,1856
mdp.39015072778866,1856
uc1.b000913128,1856
uc1.c098834550,1856
uc1.c098843594,1856
uc1.b000913125,1856
uc1.c098843585,1856
chi.098160747,1856
hvd.32044079284675,1856
hvd.32044079284576,1856
hvd.32044012695235,1856
hvd.32044010093961,1856
hvd.32044079284626,1856
mdp.39015077602517,1915
mdp.39015077602210,1914
mdp.39015077602509,1917
mdp.39015076116899,1913
mdp.39015077629932,1893
mdp.39015075022395,1907
mdp.39015075012545,1887
mdp.39015067740442,1897
mdp.39015067740426,1897
mdp.39015067740434,1897
mdp.39015067740418,1897
uva.x030196168,1897
uva.x004655588,1897
mdp.39015077629650,1906
mdp.39015079282292,1883
mdp.39015079282581,1888
mdp.39015079282284,1851
mdp.39015077612656,2007
mdp.39015076336646,1907
mdp.39015076341257,1907
mdp.39015076341273,1908
mdp.39015076341281,1908
mdp.39015076341299,1908
mdp.39015076341307,1909
mdp.39015076341315,1909
mdp.39015073287164,1909
mdp.39015079371665,1910
wu.89092541978,1913
wu.89017301714,1914
uc1.$b754995,1924
hvd.fl1ip2,1930
nyp.33433062448703,1930
wu.89043758440,1900
wu.89042926295,1924
wu.89054428503,1923
wu.89056780380,1914
wu.89059241810,1925
wu.89092542497,1910
hvd.hnysin,1905
hvd.hxvli4,1905
wu.89092546431,1905
uc1.$b524622,1905
wu.89092542430,1881
wu.89092534957,1863
wu.89092534999,1910
uc1.$b86508,1910
uiug.30112075963162,1910
wu.89092535038,1914
wu.89092535087,1904
wu.89092535061,1911
mdp.39015030398997,1905
hvd.32044079412987,1905
uc1.$b700569,1905
wu.89092535103,1905
wu.89092535095,1906
wu.89092535137,1913
wu.89092535145,1887
wu.89092542448,1920
wu.89092542356,1901
wu.89092542505,1922
wu.89092542547,1819
wu.89092535236,1912
wu.89092535228,1911
wu.89092535277,1896
uc1.b3723354,1909
wu.89092535319,1909
wu.89092535350,1860
wu.89092535376,1910
wu.89092535384,1921
pst.000024045810,1921
wu.89092541408,1903
uiug.30112076114534,1875
wu.89092541598,1875
wu.89092541705,1910
wu.89092541788,1918
wu.89092541820,1918
wu.89092541812,1904
wu.89092541606,1904
hvd.hnqsfi,1907
wu.89092541697,1907
wu.89092541721,1912
wu.89092541663,1912
uc1.c3106577,1912
wu.89092541630,1913
wu.89092541747,1925
wu.89092541689,1905
mdp.39015027388043,1925
wu.89092541945,1925
uc1.$b580800,1925
wu.89092542000,1924
wu.89056780299,1965
uc1.$b625908,1923
wu.89092541986,1923
wu.89092541937,1922
wu.89092542075,1926
wu.89092541929,1911
wu.89092541911,1916
wu.89092541853,1906
wu.89092541861,1884
wu.89092541952,1915
wu.89092542042,1916
uc1.$b734710,1899
wu.89092541960,1899
uc1.$c234931,-1
wu.89092541903,-1
wu.89095708269,-1
inu.32000009624554,-1
inu.32000009624547,-1
inu.32000009624539,-1
inu.32000009624521,-1
coo.31924091745616,-1
coo.31924091745624,-1
coo.31924091745632,-1
coo.31924091745640,-1
wu.89092542117,1899
wu.89092542174,1894
wu.89092542125,1914
wu.89092542158,1922
wu.89092542182,1906
uc1.$b754618,1867
wu.89092542083,1867
nyp.33433069887168,1867
wu.89092542232,1909
wu.89092542091,1894
uc1.$b102544,1923
wu.89092542141,1923
hvd.hxvacm,1877
wu.89092542315,1877
uc1.b3205141,1999
uc1.aa0008260945,1999
wu.89054010566,1999
wu.89092542224,1999
wu.89092542133,1902
wu.89092542539,1901
hvd.32044018411728,1905
wu.89092542422,1905
wu.89092522952,1914
wu.89094743952,1911
wu.89094744018,1911
wu.89094744075,1911
wu.89086109998,1911
wu.89094337987,1910
hvd.32044117518928,1920
hvd.32044099649683,1919
hvd.32044115308645,1915
hvd.32044115308678,1914
hvd.32044115308660,1921
hvd.32044099649691,1916
hvd.32044115308652,1917
uc1.aa0002829901,1919
wu.89034725499,1914
uiug.30112063051855,1872
chi.79220352,1904
chi.79220345,1902
chi.65571744,1886
chi.65569942,1879
wu.89094306487,1906
wu.89094306495,1910
wu.89094306503,1912
uc1.b3748120,1902
wu.89005676424,1913
wu.89035538214,1900
wu.89094312378,1867
wu.89094312386,1867
wu.89047086491,1918
wu.89094314655,1892
wu.89094586815,1919
wu.89094600244,1908
wu.89097192868,1906
wu.89097192876,1906
wu.89097192884,1906
wu.89097192892,1906
wu.89097192900,1906
wu.89097192918,1906
wu.89097192926,1906
wu.89097192843,1906
wu.89097192850,1906
wu.89097192934,1906
wu.89097192942,1906
wu.89097192959,1906
wu.89073592677,1894
wu.89094656915,1913
wu.89094656923,1913
nnc1.cu11696575,1872
wu.89094583077,1872
wu.89095727772,1872
wu.89094583085,1872
wu.89094583093,1872
wu.89094583101,1872
uc1.$b107368,1878
uc1.$b107369,1878
uc1.$b107370,1878
wu.89094583135,1878
wu.89094583143,1878
wu.89094583150,1878
wu.89095715777,-1
wu.89094597002,1913
wu.89097199061,1903
wu.89094577335,1913
wu.89094192721,1926
wu.89094205309,1926
wu.89094197068,1893
wu.89094196664,1921
wu.89094196656,1926
wu.89094195724,1926
wu.89094607025,1913
wu.89097241913,1911
uc1.$b567316,1924
uc1.$b564765,1924
uc1.$b564766,1924
uc1.$b564767,1924
wu.89096154653,1921
wu.89096154679,1921
wu.89096154661,1921
wu.89096154687,1921
wu.89096154695,1921
wu.89096154703,1923
wu.89096154711,1924
wu.89096154729,1924
wu.89096154745,1924
wu.89096154752,1924
wu.89094571510,1920
wu.89096154646,1920
wu.89096154927,1924
wu.89096154935,1925
wu.89073392060,1897
mdp.39015076462475,1914
mdp.39015079282573,1880
mdp.39015079282532,1880
mdp.39015079364173,1851
mdp.39015079282276,1891
mdp.39015079282557,1914
mdp.39015079282540,1908
mdp.39015079282433,1903
dul1.ark:/13960/t61651n71,1912
wu.89041215476,1912
hvd.hx5s5n,1839
uc1.$b562020,1895
wu.89067086058,1895
hvd.hwwwu4,1866
wu.89099953820,1866
mdp.39015070090934,1919
mdp.39015078680058,1924
mdp.39015078718692,1921
wu.89094692415,1884
mdp.39015081223276,1919
mdp.39015081223268,1919
mdp.39015081223250,1919
mdp.39015070096725,1909
inu.32000009948672,1909
mdp.39015081235247,1895
mdp.39015066437743,1910
mdp.39015066437552,1919
mdp.39015009286843,1908
mdp.39015070097699,1910
coo.31924059413850,1910
uiug.30112094788426,1912
inu.30000134468846,1912
wu.89095907374,1912
mdp.39015082656920,1907
wu.89100084664,-1
mdp.39015082407472,1923
wu.89083301986,1814
mdp.39015078848887,1908
mdp.39015078848879,1908
mdp.39015078848861,1909
mdp.39015078848853,1909
mdp.39015078848846,1909
mdp.39015078848838,1909
mdp.39015078848820,1909
mdp.39015078848812,1909
uc1.$b199718,1999
uc1.$b199719,1999
wu.89099948192,1896
wu.89099948721,1915
wu.89042698480,1926
hvd.hxud2w,1903
uc1.b3345464,1903
uc1.b3345465,1903
wu.89051207249,1903
wu.89051880102,1903
uiug.30112062975286,1903
wu.89097358857,1864
nyp.33433070211978,1879
nyp.33433070211986,1879
nyp.33433070211994,1879
nyp.33433070212000,1879
nyp.33433070212018,1879
nyp.33433070212026,1879
nyp.33433070212034,1879
nyp.33433070212042,1879
nyp.33433070212059,1879
nyp.33433070212067,1879
nyp.33433070212075,1879
nyp.33433070212083,1879
nyp.33433070212091,1879
nyp.33433070212109,1879
wu.89097358261,1879
wu.89097358220,1879
wu.89097358246,1879
wu.89097358287,1879
wu.89097358303,1879
wu.89097358329,1879
wu.89097358345,1879
wu.89097358360,1879
wu.89097358386,1879
wu.89097358212,1879
wu.89097358238,1879
wu.89097358253,1879
wu.89097358279,1879
wu.89097358295,1879
wu.89097358311,1879
wu.89097358337,1879
wu.89097358352,1879
wu.89097358378,1879
wu.89097358394,1879
wu.89097358402,1879
wu.89085146785,1879
wu.89097357479,1879
wu.89097357495,1879
wu.89097357511,1879
wu.89097357537,1879
wu.89097357552,1879
wu.89097357578,1879
wu.89097357594,1879
wu.89097358204,1879
mdp.39015058520860,1872
hvd.hl1p89,1872
hvd.hx3w7y,1872
wu.89100025766,1872
wu.89100025618,1925
wu.89100025733,1917
uc1.$b81550,1856
hvd.hx3w3e,1856
wu.89100026764,1856
hvd.hx3w33,1840
wu.89100026491,1840
wu.89095167441,1869
wu.89095167664,1869
wu.89095167631,1869
wu.89095167607,1869
wu.89050152107,1871
nc01.ark:/13960/t9z046652,1871
nc01.ark:/13960/t9f48qt05,1871
nc01.ark:/13960/t6pz68b87,1871
nc01.ark:/13960/t0xp82d9n,1871
nc01.ark:/13960/t7rn4715c,1871
nc01.ark:/13960/t17m1bg07,1871
inu.30000048900165,1871
inu.30000048900140,1871
wu.89035434307,1871
wu.89035547298,1871
wu.89095874954,1871
wu.89095874970,1871
wu.89095874996,1871
wu.89095874871,1912
njp.32101074180389,1873
wu.89043152552,1873
coo.31924028437410,1922
wu.89088289913,1922
mdp.39015077268582,1899
uc1.b4600844,1922
inu.30000056660727,1922
hvd.hwb3jh,1837
hvd.hwb3ks,1837
hvd.hwb3jg,1837
inu.30000100791957,1837
inu.30000077978371,1871
inu.32000001797499,1859
inu.32000007255955,1976
inu.32000002844639,1913
inu.32000004233575,1915
inu.32000009171424,1925
inu.30000000219216,1895
inu.32000009170657,1897
inu.30000039899707,1991
inu.30000036973950,1991
inu.32000009060841,1969
inu.39000001463780,1981
inu.30000007220431,1902
inu.30000083994909,1891
inu.30000000972038,1990
inu.30000035411382,1992
inu.30000116702436,1881
inu.32000009059538,1891
hvd.hnzrw3,1910
uiug.30112033604569,1910
uiug.30112045890438,1910
nnc1.cu02637146,1910
hvd.hnzrw4,1910
inu.32000007929872,1892
inu.30000035233786,1919
inu.30000004027516,1989
inu.30000004027540,1989
inu.30000004027524,1989
inu.30000004027532,1989
inu.30000025545231,1990
inu.32000009105786,1910
inu.30000011832445,1912
inu.30000035055593,1926
uc1.$b110575,1926
inu.32000009557812,1907
inu.30000011832395,1845
inu.32000009253024,1869
inu.30000011923913,1889
hvd.hwb34d,1870
inu.32000009624489,1870
inu.32000006743159,1917
inu.39000004798307,1926
inu.39000000283460,1916
inu.32000007345806,1915
inu.39000000277736,1917
inu.32000006712022,1925
inu.30000041715248,1908
inu.32000007365093,1915
inu.32000001993791,1916
inu.32000001796210,1919
inu.32000010040741,1917
inu.32000007323209,1924
uc1.$b582085,1918
inu.32000014258323,1918
inu.32000009268659,1924
inu.39000004468844,1911
uiug.30112094795975,1898
inu.32000006724720,1902
inu.32000009622533,1903
hvd.hnz3rq,1903
inu.32000009622475,1888
inu.30000047742352,1893
inu.32000007317888,1912
inu.32000007318407,1904
inu.32000007318829,1890
uc1.$b391791,1877
inu.32000007318464,1877
inu.32000006734646,1915
inu.32000006719977,1913
inu.32000006731709,1924
inu.32000009278526,1902
nyp.33433069892440,1902
inu.30000001716707,1907
inu.32000014241535,1905
inu.32000014241592,1902
inu.32000014242095,1906
inu.32000003242627,1919
inu.30000116839147,1786
inu.32000002892000,1919
inu.39000004444787,1845
inu.39000004694027,1898
inu.32000002340539,1917
inu.30000065958476,1906
inu.32000004505048,1921
inu.32000004505055,1924
inu.30000065022414,1926
inu.32000004262061,1884
inu.32000014263182,1913
uc1.b3326558,1913
inu.32000006734562,1924
uc1.b4728321,1846
uc1.$c181745,1909
inu.32000006268710,1909
inu.32000006267886,1917
inu.32000001283011,1909
mdp.39015070527620,1924
inu.39000001022669,1924
nyp.33433069878332,1908
inu.30000029312166,1926
inu.39000004476664,1918
inu.32000007489158,1926
inu.32000002999615,1908
inu.30000057030318,1909
inu.30000080799954,1919
inu.30000035063332,1905
inu.30000035063233,1926
inu.32000014267217,1907
uc1.b3284078,1907
inu.32000001829128,1919
nc01.ark:/13960/t5t72wz5h,1921
inu.32000014438305,1921
inu.32000002020479,1918
inu.32000007489257,1917
inu.30000054463660,1919
inu.39000003165342,1926
inu.32000001838590,1918
uiug.30112094695951,1918
inu.32000014247664,1918
inu.32000001796335,1921
inu.39000004428285,1917
inu.30000083725097,1920
inu.32000001794728,1925
inu.32000003286772,1896
inu.30000065959128,1915
inu.30000035046253,1908
inu.30000027545676,1897
inu.30000057023560,1916
nc01.ark:/13960/t5p86wc03,1917
inu.30000084022023,1917
inu.30000011794181,1921
hvd.hl1pdl,1885
inu.39000004442112,1885
inu.39000001594170,1896
inu.30000003084781,1864
inu.32000002781583,1898
inu.32000002781427,1898
inu.32000002781534,1898
inu.32000007494745,1899
uc1.b3761029,1899
uc1.$b523675,1900
inu.30000007694759,1859
inu.30000011803420,1900
inu.39000002223712,1985
inu.30000003131319,1912
inu.30000003131376,1917
inu.30000081604815,1908
inu.30000048979359,1926
inu.30000052850512,1908
inu.30000067939367,-1
inu.39000000698022,1911
inu.30000041647987,1925
inu.30000007207073,1914
inu.32000004186807,1907
inu.32000003244961,1910
inu.32000006265815,1871
inu.32000004505402,1915
inu.32000006265781,1879
inu.32000006265732,1915
uiug.30112096034167,1840
inu.32000004505436,1840
inu.32000002632059,1896
inu.39000000650346,1922
inu.32000006263059,1909
uva.x000305947,1909
inu.32000006266292,1909
inu.32000007955679,1912
inu.32000006269072,1883
inu.32000003313634,1889
hvd.hnyf9w,1889
inu.39000004388539,1883
nc01.ark:/13960/t9q31tb9z,1925
inu.32000006730172,1924
inu.32000007899620,1922
uc1.b4190870,1922
inu.30000093628901,1859
inu.30000093628919,1859
nc01.ark:/13960/t2v41hr3c,1921
uc1.$b524774,1921
inu.30000093628893,1921
inu.30000093628885,1920
inu.32000003307024,1914
inu.32000006718920,1887
inu.39000002809692,1974
inu.30000093644031,1926
inu.30000093644023,1926
uc1.b5175493,1926
uc1.b5175494,1926
inu.30000093628422,1926
inu.32000007948435,1922
inu.32000007491329,1924
inu.32000001794892,1920
nc01.ark:/13960/t2891j90z,1920
inu.30000061587154,1921
inu.30000007107554,1925
inu.30000055102465,1924
inu.30000009479688,1988
inu.30000011757188,1926
nc01.ark:/13960/t8pc3b61f,1924
nc01.ark:/13960/t3611cd42,1923
inu.30000061592857,1923
inu.30000053826610,1907
inu.30000048908507,1874
hvd.hx4guy,1874
inu.39000000209911,1919
inu.32000007397963,1862
inu.30000077518805,1903
inu.39000002201742,1882
inu.30000055077790,1911
inu.39000000275250,1983
inu.32000001023623,1922
inu.30000041010640,1924
inu.30000053839803,1924
inu.30000065960316,1923
inu.30000047733989,1917
inu.30000057025482,1906
inu.32000002267161,1925
wu.89106621170,1920
wu.89106621154,1920
wu.89106621139,1920
wu.89106621113,1920
wu.89106621097,1920
wu.89106621071,1920
wu.89106621055,1920
wu.89106621030,1920
wu.89106621014,1920
wu.89106621386,1920
wu.89106621360,1920
wu.89106621345,1920
wu.89106621329,1920
wu.89106621303,1920
wu.89106621287,1920
dul1.ark:/13960/t6845m103,1920
dul1.ark:/13960/t59d8r07m,1920
dul1.ark:/13960/t79t3k10d,1920
dul1.ark:/13960/t7zm74z9t,1920
dul1.ark:/13960/t8nd7rv4x,1920
dul1.ark:/13960/t9q35q70j,1920
dul1.ark:/13960/t0ss0nt1z,1920
dul1.ark:/13960/t1tg1kk9q,1920
dul1.ark:/13960/t9971b62n,1920
dul1.ark:/13960/t8tc2wp6m,1920
dul1.ark:/13960/t97778d25,1920
dul1.ark:/13960/t5z728x89,1920
dul1.ark:/13960/t0nt2hw0k,1920
dul1.ark:/13960/t9d62d48f,1920
dul1.ark:/13960/t51h2g61c,1920
inu.30000041622113,1920
inu.30000043448657,1917
inu.30000053836627,1891
inu.30000035071210,1887
inu.30000041639372,1917
inu.30000061592840,1910
inu.32000006263695,1912
inu.32000003298470,1926
inu.39000001431274,1880
inu.30000022332161,1990
inu.39000004452095,1924
inu.30000047728542,1881
inu.30000048975860,1901
inu.30000010408262,1908
inu.30000047750397,1862
inu.30000053836619,1903
inu.32000001360017,1908
inu.32000009935620,1921
inu.30000054449990,1902
inu.30000037404807,1990
inu.30000035391501,1990
inu.30000077527087,1900
uiug.30112032461219,1858
uiug.30112032461250,1854
uiug.30112075136645,1899
uiug.30112075136686,1893
uiug.30112075136694,1891
uiug.30112075136702,1890
uiug.30112075136736,1877
uiug.30112075136751,1879
uiug.30112075136769,1880
uiug.30112075136777,1881
uiug.30112075136785,1882
uiug.30112075136793,1884
uiug.30112075136827,1887
uiug.30112032461177,1874
uiug.30112032461185,1869
uiug.30112032461193,1865
uiug.30112032461227,1857
uiug.30112032461235,1856
uiug.30112032461268,1852
uiug.30112075136595,1903
uiug.30112075136611,1905
uiug.30112075136629,1909
uiug.30112075136637,1912
uiug.30112075136652,1896
uiug.30112075136660,1895
uiug.30112075136678,1894
uiug.30112075136728,1888
uiug.30112075136744,1878
uiug.30112075136801,1885
uiug.30112075136819,1886
nyp.33433013675545,1855
nyp.33433013675552,1859
nyp.33433013675446,1884
nyp.33433013675214,1886
nyp.33433013675222,1887
nyp.33433013675560,1864
nyp.33433013675396,1868
nyp.33433013675404,1872
nyp.33433013675412,1876
nyp.33433013675420,1879
nyp.33433013675438,1882
nyp.33433013675230,1888
nyp.33433013675248,1889
nyp.33433013675255,1891
nyp.33433013675263,1892
nyp.33433013675271,1893
nyp.33433013675289,1894
nyp.33433013675297,1896
nyp.33433011969676,1912
hvd.32044092525336,1812
hvd.32044092525369,1816
hvd.32044092525450,1857
hvd.32044092525559,1878
hvd.32044092525617,1887
hvd.32044092525641,1890
hvd.32044092525757,1904
hvd.32044092525765,1905
hvd.32044092525815,1910
hvd.32044092525385,1850
hvd.32044092525526,1866
hvd.32044092525609,1886
hvd.32044092525666,1892
hvd.32044092525351,1815
hvd.32044092525435,1855
hvd.32044092525492,1863
hvd.32044092525500,1864
hvd.32044092525591,1885
hvd.32044092525633,1889
hvd.32044092525682,1894
hvd.32044092525740,1902
hvd.32044092525831,1912
hvd.32044092525344,1814
hvd.32044092525484,1862
hvd.32044092525518,1865
hvd.32044092525534,1869
hvd.32044092525575,1883
hvd.32044092525658,1891
hvd.32044092525708,1895
hvd.32044092525732,1899
hvd.32044092525781,1907
hvd.32044092525377,1817
hvd.32044092525393,1851
hvd.32044092525468,1858
hvd.32044092525567,1881
hvd.32044092525583,1884
hvd.32044092525401,1852
hvd.32044092525427,1854
hvd.32044092525674,1893
hvd.32044092525799,1908
hvd.32044092525807,1909
hvd.32044092525823,1911
hvd.32044092525443,1856
hvd.32044092525476,1859
hvd.32044092525542,1874
hvd.32044092525625,1888
hvd.32044092525773,1906
hvd.32044092525419,1853
hvd.32044092525690,1894
inu.30000005466796,1897
osu.32435025174509,1901
osu.32435025174491,1903
osu.32435025174483,1909
inu.30000096196773,1906
inu.30000096196831,1905
inu.30000096196823,1904
inu.30000048946127,1903
inu.30000096196815,1902
inu.30000096196914,1907
inu.30000096196922,1908
inu.30000096196930,1909
inu.30000096196948,1910
inu.30000096196955,1911
inu.30000096196906,1912
inu.30000096197078,1913
inu.30000096197052,1915
inu.30000096197060,1914
inu.30000096197037,1924
inu.30000096196716,1926
uc1.c2804921,1904
uc1.c2804922,1906
uc1.c2804923,1908
uc1.c2804924,1910
uc1.c2804925,1912
uc1.c2804926,1913
uc1.c2804927,1914
uc1.c2804928,1915
uc1.c2804929,1916
uiug.30112111868698,1930
uiug.30112001371217,1909
uiug.30112001371225,1911
uiug.30112001371241,1914
uiug.30112001371258,1915
uiug.30112001371472,1912
uiug.30112001371233,1913
uiug.30112112264152,1907
osu.32435030085807,1926
inu.32000001538497,1926
inu.32000004078640,1917
inu.30000036405821,1905
inu.30000130386562,1905
inu.30000036432577,1893
inu.30000100290018,1898
inu.30000084002801,1887
inu.30000093636664,1924
inu.30000093622003,1901
uiug.30112071891771,1898
inu.32000007323878,1915
inu.32000007308531,1924
inu.30000084043177,1924
inu.30000041639588,1914
hvd.hwbase,1903
hvd.hwbasd,1903
inu.32000009620800,1903
inu.32000009620917,1903
hvd.hxvjej,1887
hvd.hxvjen,1887
hvd.hxvjeq,1887
hvd.hxvah5,1887
hvd.hxvjek,1887
hvd.hxvjel,1887
inu.32000009622442,1887
inu.32000009622434,1887
inu.30000041711197,1887
inu.32000009622426,1887
nyp.33433069942393,1887
nyp.33433069942146,1887
nyp.33433069942153,1887
nyp.33433069942161,1887
nyp.33433069942179,1887
nyp.33433069942401,1887
inu.30000042226534,-1
hvd.hxdgfs,1907
inu.32000014438594,1907
njp.32101071996829,1907
nyp.33433061504746,1907
inu.32000007345947,1917
inu.32000006280723,1923
inu.32000009626351,1914
inu.32000009626260,1917
inu.30000011803750,1912
inu.32000014504056,1912
inu.30000011803487,1912
inu.32000014504544,1912
njp.32101073849380,1912
njp.32101073849760,1912
njp.32101073849778,1912
njp.32101031886870,1912
njp.32101035651999,1912
njp.32101035689338,1912
njp.32101035689346,1912
inu.32000014444857,1911
wu.89099805509,1911
dul1.ark:/13960/t00120504,1923
inu.32000001606245,1923
mdp.39015079979814,1909
inu.30000041004833,1885
inu.30000041004841,1885
inu.30000041004858,1885
inu.32000009620891,1915
uc1.$b742179,1915
inu.32000009620875,1910
inu.39000005728030,-1
inu.39000005727966,-1
uc1.$b741847,1918
inu.32000007770474,1918
uc1.b5066237,1886
uc1.b5066238,1886
inu.32000006724332,1886
inu.32000006724506,1886
pst.000003013038,1886
uc1.aa0008372229,1893
uc1.aa0008372260,1893
inu.32000006727780,1893
inu.32000006728838,1893
inu.32000006729406,1884
inu.32000006729463,1884
uc1.$b736820,1884
uc1.b4009225,1884
inu.32000000354482,1886
inu.32000009268907,1903
inu.32000009268931,1925
uc1.aa0007497563,1896
inu.32000009624620,1896
njp.32101068189834,1896
inu.30000116436522,1922
inu.30000005370444,1922
inu.30000116436548,1923
inu.30000116436555,1924
uc1.$b751582,1925
inu.32000009626443,1925
inu.32000006743951,1860
inu.32000006738100,1860
inu.32000006738340,1860
inu.32000006738282,1860
inu.32000006738225,1860
inu.32000006738167,1860
inu.32000009278237,1911
inu.30000041715362,1919
inu.32000009278591,1906
inu.32000009278609,1898
nyp.33433070185628,1898
inu.32000009278518,1866
njp.32101073203737,1866
inu.32000009281165,1926
uc1.b3210143,1926
hvd.32044005010889,-1
inu.30000047561737,-1
inu.30000005027812,1913
inu.30000005045723,1895
inu.30000005065069,1898
inu.32000000462855,1912
inu.30000008422051,1912
inu.30000001684079,1897
uiug.30112062945867,1889
inu.32000004220051,1879
inu.30000011894544,1922
inu.30000001675267,1926
inu.32000000633299,1917
inu.30000007718202,1917
inu.39000000274907,1983
inu.30000084012255,1922
chi.100831355,1886
inu.30000087700047,1884
uiug.30112059742905,1890
chi.79323418,1890
chi.24393637,1890
chi.79323470,1890
chi.14272205,1890
chi.79323590,1890
chi.15196771,1890
chi.29589204,1890
chi.47973666,1890
chi.79323658,1890
chi.79324273,1890
chi.79323641,1890
chi.79323521,1890
chi.79323583,1890
chi.79323463,1890
hvd.32044022726640,1890
hvd.32044022726632,1890
hvd.32044022726566,1890
hvd.32044022726582,1882
hvd.32044022726608,1890
hvd.32044010670990,1890
hvd.32044010671006,1890
hvd.32044009698994,1890
hvd.32044022726558,1890
hvd.32044022726533,1890
hvd.32044010671048,1890
hvd.32044022726541,1890
hvd.32044022726657,1887
hvd.32044010671014,1890
hvd.32044010671030,1890
hvd.32044022726624,1890
hvd.32044022726616,1890
hvd.32044022726574,1890
uiug.30112108157337,1877
wu.89076203124,1890
hvd.32044009540675,1905
uiuo.ark:/13960/t9z10mr9z,1905
inu.30000108580410,1905
umn.31951002485302g,1916
uc1.a0005229711,1881
uc1.a0005229729,1888
uc1.a0005229737,1894
uc1.a0005229745,1896
uiuc.4529997v103,1916
uiug.30112107965664,1916
uc1.d0000832899,1867
uc1.d0000832956,1871
uc1.d0000832972,1872
uc1.d0000833012,1874
uc1.d0000833038,1875
uc1.d0000833046,1876
uc1.d0000833053,1876
uc1.d0000833087,1878
uc1.d0000833301,1886
uc1.d0000833418,1889
uc1.d0000833574,1892
uc1.d0000833616,1893
uc1.d0000833707,1896
uc1.d0000833756,1897
uc1.d0000833814,1901
uc1.d0000833848,1901
uc1.d0000833996,1907
uc1.d0000834002,1908
uc1.d0000834036,1909
uc1.d0000800441,1910
uc1.d0000800458,1911
uc1.d0000834077,1912
uc1.d0000834093,1912
uc1.d0000834101,1912
uc1.d0000834119,1913
uc1.d0000834127,1913
uc1.d0000834135,1913
uc1.d0000958934,1915
uc1.d0002605129,1912
uc1.d0007005325,1878
coo.31924011963422,1900
coo.31924089408128,1872
coo.31924112531763,1868
coo.31924112531771,1868
coo.31924112531805,1871
coo.31924112531813,1871
coo.31924112531839,1872
coo.31924112531847,1873
coo.31924112531862,1874
coo.31924112531870,1875
coo.31924112531888,1875
coo.31924112531896,1875
coo.31924112531904,1876
coo.31924112531912,1876
coo.31924112531920,1876
coo.31924112531938,1877
coo.31924112531946,1877
coo.31924112531953,1878
coo.31924112531979,1878
coo.31924112531987,1878
coo.31924112531995,1879
coo.31924112532001,1888
coo.31924112532019,1880
coo.31924112532027,1881
coo.31924112532035,1881
coo.31924112532043,1881
coo.31924112532050,1881
coo.31924112532068,1881
coo.31924112532076,1881
coo.31924112532084,1882
coo.31924112532092,1882
coo.31924112532100,1883
coo.31924112532118,1883
coo.31924112532126,1884
coo.31924112532134,1884
coo.31924112532142,1884
coo.31924112532159,1885
coo.31924112532167,1885
coo.31924112532175,1885
coo.31924112532183,1885
coo.31924112532191,1885
coo.31924112532209,1885
coo.31924112532217,1885
coo.31924112532225,1885
coo.31924112532233,1886
coo.31924112532241,1886
coo.31924112532258,1886
coo.31924112532266,1887
coo.31924112532274,1886
coo.31924112532282,1886
coo.31924112532290,1887
coo.31924112547306,1887
coo.31924112547314,1887
coo.31924112547322,1887
coo.31924112547330,1887
coo.31924112547348,1888
coo.31924112547355,1889
coo.31924112547363,1888
coo.31924112547371,1888
coo.31924112547389,1888
coo.31924112547397,1888
coo.31924112547413,1890
coo.31924112547421,1889
coo.31924112547447,1889
coo.31924112547454,1891
coo.31924112547462,1891
coo.31924112547470,1891
coo.31924112547488,1890
coo.31924112547496,1891
coo.31924112547504,1891
coo.31924112547512,1891
coo.31924112547520,1891
coo.31924112547538,1892
